Países;Grupos de edad;Periodo;Total
Polonia;De 55 a 64 años;2016;18,1
Polonia;De 55 a 64 años;2015;18,7
Polonia;De 55 a 64 años;2014;20,2
Polonia;De 55 a 64 años;2013;20,3
Portugal;De 15 a 64 años;2023;4,5
Portugal;De 15 a 64 años;2022;4,6
Portugal;De 15 a 64 años;2021;5
Portugal;De 15 a 64 años;2020;5
Portugal;De 15 a 64 años;2019;6
Portugal;De 15 a 64 años;2018;5,8
Portugal;De 15 a 64 años;2017;6,3
Portugal;De 15 a 64 años;2016;5,9
Portugal;De 15 a 64 años;2015;5,8
Portugal;De 15 a 64 años;2014;6,2
Portugal;De 15 a 64 años;2013;5,8
Portugal;De 15 a 24 años;2023;2,7
Portugal;De 15 a 24 años;2022;4,1
Portugal;De 15 a 24 años;2021;5,4
Portugal;De 15 a 24 años;2020;4,3
Portugal;De 15 a 24 años;2019;4,9
Portugal;De 15 a 24 años;2018;4,2
Portugal;De 15 a 24 años;2017;3,5
Portugal;De 15 a 24 años;2016;3,2
Portugal;De 15 a 24 años;2015;2,6
Portugal;De 15 a 24 años;2014;1
Portugal;De 15 a 24 años;2013;2,8
Portugal;De 25 a 54 años;2023;4,9
Portugal;De 25 a 54 años;2022;4,2
Portugal;De 25 a 54 años;2021;4,2
Portugal;De 25 a 54 años;2020;4,9
Portugal;De 25 a 54 años;2019;5,6
Portugal;De 25 a 54 años;2018;6,1
Portugal;De 25 a 54 años;2017;5,9
Portugal;De 25 a 54 años;2016;5,4
Portugal;De 25 a 54 años;2015;5,7
Portugal;De 25 a 54 años;2014;6,3
Portugal;De 25 a 54 años;2013;4,7
Portugal;De 20 a 64 años;2023;5,6
Portugal;De 20 a 64 años;2022;5,6
Portugal;De 20 a 64 años;2021;5,9
Portugal;De 20 a 64 años;2020;5,9
Portugal;De 20 a 64 años;2019;7,2
Portugal;De 20 a 64 años;2018;6,8
Portugal;De 20 a 64 años;2017;7,5
Portugal;De 20 a 64 años;2016;6,8
Portugal;De 20 a 64 años;2015;6,7
Portugal;De 20 a 64 años;2014;7,1
Portugal;De 20 a 64 años;2013;6,4
Portugal;De 55 a 64 años;2023;7,6
Portugal;De 55 a 64 años;2022;9,5
Portugal;De 55 a 64 años;2021;10,3
Portugal;De 55 a 64 años;2020;9,1
Portugal;De 55 a 64 años;2019;11,4
Portugal;De 55 a 64 años;2018;9,9
Portugal;De 55 a 64 años;2017;12,8
Portugal;De 55 a 64 años;2016;12,2
Portugal;De 55 a 64 años;2015;11,5
Portugal;De 55 a 64 años;2014;12,2
Portugal;De 55 a 64 años;2013;12,5
Rumanía;De 15 a 64 años;2023;17,4
Rumanía;De 15 a 64 años;2022;17,1
Rumanía;De 15 a 64 años;2021;18,6
Rumanía;De 15 a 64 años;2020;17,9
Rumanía;De 15 a 64 años;2019;17,8
Rumanía;De 15 a 64 años;2018;17
Rumanía;De 15 a 64 años;2017;16
Rumanía;De 15 a 64 años;2016;16,4
Rumanía;De 15 a 64 años;2015;16,3
Rumanía;De 15 a 64 años;2014;15,4
Rumanía;De 15 a 64 años;2013;14,2
Rumanía;De 15 a 24 años;2023;9,7
Rumanía;De 15 a 24 años;2022;10,5
Rumanía;De 15 a 24 años;2021;9,9
Rumanía;De 15 a 24 años;2020;9,5
Rumanía;De 15 a 24 años;2019;10,5
Rumanía;De 15 a 24 años;2018;8,6
Rumanía;De 15 a 24 años;2017;8
Rumanía;De 15 a 24 años;2016;10,1
Rumanía;De 15 a 24 años;2015;10,1
Rumanía;De 15 a 24 años;2014;8,6
Rumanía;De 15 a 24 años;2013;7,7
Rumanía;De 25 a 54 años;2023;17,6
Rumanía;De 25 a 54 años;2022;17,2
Rumanía;De 25 a 54 años;2021;19,1
Rumanía;De 25 a 54 años;2020;17,9
Rumanía;De 25 a 54 años;2019;17
Rumanía;De 25 a 54 años;2018;16,6
Rumanía;De 25 a 54 años;2017;15,8
Rumanía;De 25 a 54 años;2016;16,3
Rumanía;De 25 a 54 años;2015;16
Rumanía;De 25 a 54 años;2014;15,3
Rumanía;De 25 a 54 años;2013;13,9
Rumanía;De 20 a 64 años;2023;19,1
Rumanía;De 20 a 64 años;2022;18,6
Rumanía;De 20 a 64 años;2021;20,1
Rumanía;De 20 a 64 años;2020;19,3
Rumanía;De 20 a 64 años;2019;19
Rumanía;De 20 a 64 años;2018;18,3
Rumanía;De 20 a 64 años;2017;17,1
Rumanía;De 20 a 64 años;2016;17,6
Rumanía;De 20 a 64 años;2015;17,5
Rumanía;De 20 a 64 años;2014;16,7
Rumanía;De 20 a 64 años;2013;15,4
Rumanía;De 55 a 64 años;2023;22,5
Rumanía;De 55 a 64 años;2022;21,9
Rumanía;De 55 a 64 años;2021;22,4
Rumanía;De 55 a 64 años;2020;22,9
Rumanía;De 55 a 64 años;2019;23,6
Rumanía;De 55 a 64 años;2018;22,2
Rumanía;De 55 a 64 años;2017;20,4
Rumanía;De 55 a 64 años;2016;19,4
Rumanía;De 55 a 64 años;2015;19,1
Rumanía;De 55 a 64 años;2014;19
Rumanía;De 55 a 64 años;2013;18,8
Eslovenia;De 15 a 64 años;2023;6
Eslovenia;De 15 a 64 años;2022;6,4
Eslovenia;De 15 a 64 años;2021;6,4
Eslovenia;De 15 a 64 años;2020;5,9
Eslovenia;De 15 a 64 años;2019;6,2
Eslovenia;De 15 a 64 años;2018;7
Eslovenia;De 15 a 64 años;2017;6,7
Eslovenia;De 15 a 64 años;2016;6,3
Eslovenia;De 15 a 64 años;2015;8,2
Eslovenia;De 15 a 64 años;2014;7,5
Eslovenia;De 15 a 64 años;2013;7,9
Eslovenia;De 15 a 24 años;2023;7,9
Eslovenia;De 15 a 24 años;2022;6
Eslovenia;De 15 a 24 años;2021;5,6
Eslovenia;De 15 a 24 años;2020;5,6
Eslovenia;De 15 a 24 años;2019;6,3
Eslovenia;De 15 a 24 años;2018;7,8
Eslovenia;De 15 a 24 años;2017;8,2
Eslovenia;De 15 a 24 años;2016;5
Eslovenia;De 15 a 24 años;2015;4,9
Eslovenia;De 15 a 24 años;2014;5,5
Eslovenia;De 15 a 24 años;2013;6,7
Eslovenia;De 25 a 54 años;2023;4,5
Eslovenia;De 25 a 54 años;2022;4,9
Eslovenia;De 25 a 54 años;2021;4,9
Eslovenia;De 25 a 54 años;2020;4,8
Eslovenia;De 25 a 54 años;2019;4,8
Eslovenia;De 25 a 54 años;2018;5,2
Eslovenia;De 25 a 54 años;2017;5
Eslovenia;De 25 a 54 años;2016;4,4
Eslovenia;De 25 a 54 años;2015;6,6
Eslovenia;De 25 a 54 años;2014;5,5
Eslovenia;De 25 a 54 años;2013;5
Eslovenia;De 20 a 64 años;2023;6,1
Eslovenia;De 20 a 64 años;2022;6,9
Eslovenia;De 20 a 64 años;2021;6,7
Eslovenia;De 20 a 64 años;2020;6,2
Eslovenia;De 20 a 64 años;2019;6,8
Eslovenia;De 20 a 64 años;2018;7,3
Eslovenia;De 20 a 64 años;2017;7,2
Eslovenia;De 20 a 64 años;2016;6,6
Eslovenia;De 20 a 64 años;2015;8,6
Eslovenia;De 20 a 64 años;2014;8
Eslovenia;De 20 a 64 años;2013;8,2
Eslovenia;De 55 a 64 años;2023;6,9
Eslovenia;De 55 a 64 años;2022;8,3
Eslovenia;De 55 a 64 años;2021;8,6
Eslovenia;De 55 a 64 años;2020;7,8
Eslovenia;De 55 a 64 años;2019;9,2
Eslovenia;De 55 a 64 años;2018;10,3
Eslovenia;De 55 a 64 años;2017;10,5
Eslovenia;De 55 a 64 años;2016;10,2
Eslovenia;De 55 a 64 años;2015;12,1
Eslovenia;De 55 a 64 años;2014;12,8
Eslovenia;De 55 a 64 años;2013;16,6
República Eslovaca;De 15 a 64 años;2023;7,1
República Eslovaca;De 15 a 64 años;2022;7,4
República Eslovaca;De 15 a 64 años;2021;7,7
República Eslovaca;De 15 a 64 años;2020;11,6
República Eslovaca;De 15 a 64 años;2019;12
República Eslovaca;De 15 a 64 años;2018;12,7
República Eslovaca;De 15 a 64 años;2017;11,7
República Eslovaca;De 15 a 64 años;2016;13,1
República Eslovaca;De 15 a 64 años;2015;13,6
República Eslovaca;De 15 a 64 años;2014;13,3
República Eslovaca;De 15 a 64 años;2013;13
República Eslovaca;De 15 a 24 años;2023;7,6
República Eslovaca;De 15 a 24 años;2022;10,8
República Eslovaca;De 15 a 24 años;2021;9,8
República Eslovaca;De 15 a 24 años;2020;12
República Eslovaca;De 15 a 24 años;2019;13,8
República Eslovaca;De 15 a 24 años;2018;13,4
República Eslovaca;De 15 a 24 años;2017;11,3
República Eslovaca;De 15 a 24 años;2016;13,7
República Eslovaca;De 15 a 24 años;2015;10,4
República Eslovaca;De 15 a 24 años;2014;10,3
República Eslovaca;De 15 a 24 años;2013;8,2
República Eslovaca;De 25 a 54 años;2023;7
República Eslovaca;De 25 a 54 años;2022;7,3
República Eslovaca;De 25 a 54 años;2021;7,4
República Eslovaca;De 25 a 54 años;2020;12,9
República Eslovaca;De 25 a 54 años;2019;12,9
República Eslovaca;De 25 a 54 años;2018;13,5
República Eslovaca;De 25 a 54 años;2017;12,9
República Eslovaca;De 25 a 54 años;2016;12,8
República Eslovaca;De 25 a 54 años;2015;14,2
República Eslovaca;De 25 a 54 años;2014;13
República Eslovaca;De 25 a 54 años;2013;12,6
República Eslovaca;De 20 a 64 años;2023;7,7
República Eslovaca;De 20 a 64 años;2022;8,1
República Eslovaca;De 20 a 64 años;2021;8,5
República Eslovaca;De 20 a 64 años;2020;12,6
República Eslovaca;De 20 a 64 años;2019;13
República Eslovaca;De 20 a 64 años;2018;13,7
República Eslovaca;De 20 a 64 años;2017;12,8
República Eslovaca;De 20 a 64 años;2016;14,2
República Eslovaca;De 20 a 64 años;2015;14,7
República Eslovaca;De 20 a 64 años;2014;14,6
República Eslovaca;De 20 a 64 años;2013;14,4
República Eslovaca;De 55 a 64 años;2023;6,7
República Eslovaca;De 55 a 64 años;2022;5,1
República Eslovaca;De 55 a 64 años;2021;7
República Eslovaca;De 55 a 64 años;2020;6,5
República Eslovaca;De 55 a 64 años;2019;6,4
República Eslovaca;De 55 a 64 años;2018;8
República Eslovaca;De 55 a 64 años;2017;7
República Eslovaca;De 55 a 64 años;2016;11,6
República Eslovaca;De 55 a 64 años;2015;12,6
República Eslovaca;De 55 a 64 años;2014;15,9
República Eslovaca;De 55 a 64 años;2013;17,6
Finlandia;De 15 a 64 años;2023;-0,2
Finlandia;De 15 a 64 años;2022;0,8
Finlandia;De 15 a 64 años;2021;1,9
Finlandia;De 15 a 64 años;2020;2,7
Finlandia;De 15 a 64 años;2019;2,3
Finlandia;De 15 a 64 años;2018;2,9
Finlandia;De 15 a 64 años;2017;2,9
Finlandia;De 15 a 64 años;2016;2,9
Finlandia;De 15 a 64 años;2015;1,6
Finlandia;De 15 a 64 años;2014;1,5
Finlandia;De 15 a 64 años;2013;2,1
Finlandia;De 15 a 24 años;2023;-4
Finlandia;De 15 a 24 años;2022;-1,3
Finlandia;De 15 a 24 años;2021;-0,3
Finlandia;De 15 a 24 años;2020;-0,7
Finlandia;De 15 a 24 años;2019;-1
Finlandia;De 15 a 24 años;2018;-2,9
Finlandia;De 15 a 24 años;2017;-2,3
Finlandia;De 15 a 24 años;2016;-3,2
Finlandia;De 15 a 24 años;2015;-4,7
Finlandia;De 15 a 24 años;2014;-3,2
Finlandia;De 15 a 24 años;2013;-4,8
Finlandia;De 25 a 54 años;2023;1,5
Finlandia;De 25 a 54 años;2022;2,3
Finlandia;De 25 a 54 años;2021;2,9
Finlandia;De 25 a 54 años;2020;4,7
Finlandia;De 25 a 54 años;2019;4,9
Finlandia;De 25 a 54 años;2018;5,8
Finlandia;De 25 a 54 años;2017;5,4
Finlandia;De 25 a 54 años;2016;6,3
Finlandia;De 25 a 54 años;2015;5,2
Finlandia;De 25 a 54 años;2014;4,6
Finlandia;De 25 a 54 años;2013;5,8
Finlandia;De 20 a 64 años;2023;0,2
Finlandia;De 20 a 64 años;2022;1,2
Finlandia;De 20 a 64 años;2021;2
Finlandia;De 20 a 64 años;2020;2,9
Finlandia;De 20 a 64 años;2019;2,7
Finlandia;De 20 a 64 años;2018;3,7
Finlandia;De 20 a 64 años;2017;3,5
Finlandia;De 20 a 64 años;2016;3,3
Finlandia;De 20 a 64 años;2015;2,1
Finlandia;De 20 a 64 años;2014;1,9
Finlandia;De 20 a 64 años;2013;2,8
Finlandia;De 55 a 64 años;2023;-3,4
Finlandia;De 55 a 64 años;2022;-2,6
Finlandia;De 55 a 64 años;2021;-0,9
Finlandia;De 55 a 64 años;2020;-1,8
Finlandia;De 55 a 64 años;2019;-3,8
Finlandia;De 55 a 64 años;2018;-2,2
Finlandia;De 55 a 64 años;2017;-1,7
Finlandia;De 55 a 64 años;2016;-3,2
Finlandia;De 55 a 64 años;2015;-5,1
Finlandia;De 55 a 64 años;2014;-4,6
Finlandia;De 55 a 64 años;2013;-4
Suecia;De 15 a 64 años;2023;3,6
Suecia;De 15 a 64 años;2022;4,7
Suecia;De 15 a 64 años;2021;4,1
Suecia;De 15 a 64 años;2020;3,9
Suecia;De 15 a 64 años;2019;3,4
Suecia;De 15 a 64 años;2018;2,9
Suecia;De 15 a 64 años;2017;2,9
Suecia;De 15 a 64 años;2016;2,7
Suecia;De 15 a 64 años;2015;3
Suecia;De 15 a 64 años;2014;3,4
Suecia;De 15 a 64 años;2013;3,8
Suecia;De 15 a 24 años;2023;0
Suecia;De 15 a 24 años;2022;2,4
Suecia;De 15 a 24 años;2021;-1,9
Suecia;De 15 a 24 años;2020;-0,9
Suecia;De 15 a 24 años;2019;-2,2
Suecia;De 15 a 24 años;2018;-3,4
Suecia;De 15 a 24 años;2017;-2,1
Suecia;De 15 a 24 años;2016;-2,8
Suecia;De 15 a 24 años;2015;-3,1
Suecia;De 15 a 24 años;2014;-2,4
Suecia;De 15 a 24 años;2013;-2,4
Suecia;De 25 a 54 años;2023;4,4
Suecia;De 25 a 54 años;2022;5,8
Suecia;De 25 a 54 años;2021;6,5
Suecia;De 25 a 54 años;2020;5,5
Suecia;De 25 a 54 años;2019;5,3
Suecia;De 25 a 54 años;2018;4,6
Suecia;De 25 a 54 años;2017;4,4
Suecia;De 25 a 54 años;2016;4,4
Suecia;De 25 a 54 años;2015;4,6
Suecia;De 25 a 54 años;2014;5
Suecia;De 25 a 54 años;2013;5,3
Suecia;De 20 a 64 años;2023;4,7
Suecia;De 20 a 64 años;2022;5,8
Suecia;De 20 a 64 años;2021;5,3
Suecia;De 20 a 64 años;2020;4,9
Suecia;De 20 a 64 años;2019;4,7
Suecia;De 20 a 64 años;2018;4,2
Suecia;De 20 a 64 años;2017;4
Suecia;De 20 a 64 años;2016;3,8
Suecia;De 20 a 64 años;2015;4,2
Suecia;De 20 a 64 años;2014;4,6
Suecia;De 20 a 64 años;2013;5
Suecia;De 55 a 64 años;2023;5,4
Suecia;De 55 a 64 años;2022;4,8
Suecia;De 55 a 64 años;2021;3,3
Suecia;De 55 a 64 años;2020;4,5
Suecia;De 55 a 64 años;2019;4,2
Suecia;De 55 a 64 años;2018;4,7
Suecia;De 55 a 64 años;2017;4
Suecia;De 55 a 64 años;2016;4
Suecia;De 55 a 64 años;2015;4,7
Suecia;De 55 a 64 años;2014;5
Suecia;De 55 a 64 años;2013;6,6
Reino Unido;De 15 a 64 años;2023;..
Reino Unido;De 15 a 64 años;2022;..
Reino Unido;De 15 a 64 años;2021;..
Reino Unido;De 15 a 64 años;2020;..
Reino Unido;De 15 a 64 años;2019;8,1
Reino Unido;De 15 a 64 años;2018;8,8
Reino Unido;De 15 a 64 años;2017;8,9
Reino Unido;De 15 a 64 años;2016;9,4
Reino Unido;De 15 a 64 años;2015;9,7
Reino Unido;De 15 a 64 años;2014;9,7
Reino Unido;De 15 a 64 años;2013;9,7
Reino Unido;De 15 a 24 años;2023;..
Reino Unido;De 15 a 24 años;2022;..
Reino Unido;De 15 a 24 años;2021;..
Reino Unido;De 15 a 24 años;2020;..
Reino Unido;De 15 a 24 años;2019;-0,5
Reino Unido;De 15 a 24 años;2018;1,5
Reino Unido;De 15 a 24 años;2017;-0,5
Reino Unido;De 15 a 24 años;2016;-0,7
Reino Unido;De 15 a 24 años;2015;0,6
Reino Unido;De 15 a 24 años;2014;0,4
Reino Unido;De 15 a 24 años;2013;0,3
Reino Unido;De 25 a 54 años;2023;..
Reino Unido;De 25 a 54 años;2022;..
Reino Unido;De 25 a 54 años;2021;..
Reino Unido;De 25 a 54 años;2020;..
Reino Unido;De 25 a 54 años;2019;10,6
Reino Unido;De 25 a 54 años;2018;11
Reino Unido;De 25 a 54 años;2017;11,5
Reino Unido;De 25 a 54 años;2016;12
Reino Unido;De 25 a 54 años;2015;11,7
Reino Unido;De 25 a 54 años;2014;11,8
Reino Unido;De 25 a 54 años;2013;11,5
Reino Unido;De 20 a 64 años;2023;..
Reino Unido;De 20 a 64 años;2022;..
Reino Unido;De 20 a 64 años;2021;..
Reino Unido;De 20 a 64 años;2020;..
Reino Unido;De 20 a 64 años;2019;9,4
Reino Unido;De 20 a 64 años;2018;9,9
Reino Unido;De 20 a 64 años;2017;10,2
Reino Unido;De 20 a 64 años;2016;11
Reino Unido;De 20 a 64 años;2015;11,2
Reino Unido;De 20 a 64 años;2014;11,3
Reino Unido;De 20 a 64 años;2013;11,1
Reino Unido;De 55 a 64 años;2023;..
Reino Unido;De 55 a 64 años;2022;..
Reino Unido;De 55 a 64 años;2021;..
Reino Unido;De 55 a 64 años;2020;..
Reino Unido;De 55 a 64 años;2019;9
Reino Unido;De 55 a 64 años;2018;9,7
Reino Unido;De 55 a 64 años;2017;10,1
Reino Unido;De 55 a 64 años;2016;12,1
Reino Unido;De 55 a 64 años;2015;12,6
Reino Unido;De 55 a 64 años;2014;13,4
Reino Unido;De 55 a 64 años;2013;13,8
