Países;Grupos de edad;Periodo;Total
Francia;De 15 a 24 años;2014;4,2
Francia;De 15 a 24 años;2013;5,5
Francia;De 25 a 54 años;2023;7,3
Francia;De 25 a 54 años;2022;7,6
Francia;De 25 a 54 años;2021;7,7
Francia;De 25 a 54 años;2020;8,3
Francia;De 25 a 54 años;2019;8,4
Francia;De 25 a 54 años;2018;9,1
Francia;De 25 a 54 años;2017;9,8
Francia;De 25 a 54 años;2016;8,9
Francia;De 25 a 54 años;2015;8,4
Francia;De 25 a 54 años;2014;9
Francia;De 25 a 54 años;2013;9
Francia;De 20 a 64 años;2023;5,5
Francia;De 20 a 64 años;2022;5,8
Francia;De 20 a 64 años;2021;6,2
Francia;De 20 a 64 años;2020;7
Francia;De 20 a 64 años;2019;7,1
Francia;De 20 a 64 años;2018;7,6
Francia;De 20 a 64 años;2017;7,8
Francia;De 20 a 64 años;2016;7,4
Francia;De 20 a 64 años;2015;7,2
Francia;De 20 a 64 años;2014;7,5
Francia;De 20 a 64 años;2013;8,2
Francia;De 55 a 64 años;2023;2,5
Francia;De 55 a 64 años;2022;2,8
Francia;De 55 a 64 años;2021;3,4
Francia;De 55 a 64 años;2020;4,2
Francia;De 55 a 64 años;2019;4,5
Francia;De 55 a 64 años;2018;3,8
Francia;De 55 a 64 años;2017;2,8
Francia;De 55 a 64 años;2016;3,5
Francia;De 55 a 64 años;2015;3,8
Francia;De 55 a 64 años;2014;3,6
Francia;De 55 a 64 años;2013;5,2
Croacia;De 15 a 64 años;2023;7,2
Croacia;De 15 a 64 años;2022;9,1
Croacia;De 15 a 64 años;2021;9,6
Croacia;De 15 a 64 años;2020;10,2
Croacia;De 15 a 64 años;2019;9,9
Croacia;De 15 a 64 años;2018;9,5
Croacia;De 15 a 64 años;2017;9,8
Croacia;De 15 a 64 años;2016;9
Croacia;De 15 a 64 años;2015;8,7
Croacia;De 15 a 64 años;2014;9,1
Croacia;De 15 a 64 años;2013;7,2
Croacia;De 15 a 24 años;2023;11,2
Croacia;De 15 a 24 años;2022;11,1
Croacia;De 15 a 24 años;2021;11
Croacia;De 15 a 24 años;2020;12,9
Croacia;De 15 a 24 años;2019;11,3
Croacia;De 15 a 24 años;2018;10,2
Croacia;De 15 a 24 años;2017;8
Croacia;De 15 a 24 años;2016;6,6
Croacia;De 15 a 24 años;2015;6,6
Croacia;De 15 a 24 años;2014;5,9
Croacia;De 15 a 24 años;2013;4,9
Croacia;De 25 a 54 años;2023;5,5
Croacia;De 25 a 54 años;2022;7,8
Croacia;De 25 a 54 años;2021;8
Croacia;De 25 a 54 años;2020;7,5
Croacia;De 25 a 54 años;2019;6,8
Croacia;De 25 a 54 años;2018;6,9
Croacia;De 25 a 54 años;2017;7,6
Croacia;De 25 a 54 años;2016;7,8
Croacia;De 25 a 54 años;2015;6,1
Croacia;De 25 a 54 años;2014;6,6
Croacia;De 25 a 54 años;2013;5,3
Croacia;De 20 a 64 años;2023;7,8
Croacia;De 20 a 64 años;2022;9,5
Croacia;De 20 a 64 años;2021;10,5
Croacia;De 20 a 64 años;2020;11,2
Croacia;De 20 a 64 años;2019;10,5
Croacia;De 20 a 64 años;2018;10,2
Croacia;De 20 a 64 años;2017;10,6
Croacia;De 20 a 64 años;2016;9,6
Croacia;De 20 a 64 años;2015;9,5
Croacia;De 20 a 64 años;2014;10
Croacia;De 20 a 64 años;2013;8,6
Croacia;De 55 a 64 años;2023;8,6
Croacia;De 55 a 64 años;2022;10,7
Croacia;De 55 a 64 años;2021;12,4
Croacia;De 55 a 64 años;2020;15,2
Croacia;De 55 a 64 años;2019;16,7
Croacia;De 55 a 64 años;2018;15,8
Croacia;De 55 a 64 años;2017;16,7
Croacia;De 55 a 64 años;2016;13,5
Croacia;De 55 a 64 años;2015;17,5
Croacia;De 55 a 64 años;2014;18,5
Croacia;De 55 a 64 años;2013;14
Italia;De 15 a 64 años;2023;17,9
Italia;De 15 a 64 años;2022;18,1
Italia;De 15 a 64 años;2021;17,7
Italia;De 15 a 64 años;2020;18,2
Italia;De 15 a 64 años;2019;17,9
Italia;De 15 a 64 años;2018;18,1
Italia;De 15 a 64 años;2017;18,2
Italia;De 15 a 64 años;2016;18,4
Italia;De 15 a 64 años;2015;18,3
Italia;De 15 a 64 años;2014;17,9
Italia;De 15 a 64 años;2013;18,3
Italia;De 15 a 24 años;2023;8,1
Italia;De 15 a 24 años;2022;7,4
Italia;De 15 a 24 años;2021;7,8
Italia;De 15 a 24 años;2020;7,7
Italia;De 15 a 24 años;2019;6,4
Italia;De 15 a 24 años;2018;6,5
Italia;De 15 a 24 años;2017;6,2
Italia;De 15 a 24 años;2016;5,5
Italia;De 15 a 24 años;2015;6,2
Italia;De 15 a 24 años;2014;5,4
Italia;De 15 a 24 años;2013;5,1
Italia;De 25 a 54 años;2023;19,9
Italia;De 25 a 54 años;2022;20,7
Italia;De 25 a 54 años;2021;20,1
Italia;De 25 a 54 años;2020;21
Italia;De 25 a 54 años;2019;20,7
Italia;De 25 a 54 años;2018;20,9
Italia;De 25 a 54 años;2017;20,9
Italia;De 25 a 54 años;2016;20,8
Italia;De 25 a 54 años;2015;20,7
Italia;De 25 a 54 años;2014;20,6
Italia;De 25 a 54 años;2013;21,3
Italia;De 20 a 64 años;2023;19,5
Italia;De 20 a 64 años;2022;19,7
Italia;De 20 a 64 años;2021;19,2
Italia;De 20 a 64 años;2020;19,9
Italia;De 20 a 64 años;2019;19,6
Italia;De 20 a 64 años;2018;19,8
Italia;De 20 a 64 años;2017;19,8
Italia;De 20 a 64 años;2016;20,1
Italia;De 20 a 64 años;2015;20
Italia;De 20 a 64 años;2014;19,4
Italia;De 20 a 64 años;2013;19,9
Italia;De 55 a 64 años;2023;20,6
Italia;De 55 a 64 años;2022;20,1
Italia;De 55 a 64 años;2021;19,4
Italia;De 55 a 64 años;2020;19,9
Italia;De 55 a 64 años;2019;20
Italia;De 55 a 64 años;2018;20,3
Italia;De 55 a 64 años;2017;20,5
Italia;De 55 a 64 años;2016;22
Italia;De 55 a 64 años;2015;21,4
Italia;De 55 a 64 años;2014;19,9
Italia;De 55 a 64 años;2013;19,8
Chipre;De 15 a 64 años;2023;8,1
Chipre;De 15 a 64 años;2022;11,2
Chipre;De 15 a 64 años;2021;11,4
Chipre;De 15 a 64 años;2020;11,6
Chipre;De 15 a 64 años;2019;11
Chipre;De 15 a 64 años;2018;9,1
Chipre;De 15 a 64 años;2017;8,6
Chipre;De 15 a 64 años;2016;9,3
Chipre;De 15 a 64 años;2015;7,7
Chipre;De 15 a 64 años;2014;7,4
Chipre;De 15 a 64 años;2013;10,1
Chipre;De 15 a 24 años;2023;0,1
Chipre;De 15 a 24 años;2022;2
Chipre;De 15 a 24 años;2021;3,4
Chipre;De 15 a 24 años;2020;-1,7
Chipre;De 15 a 24 años;2019;-3,7
Chipre;De 15 a 24 años;2018;-7,7
Chipre;De 15 a 24 años;2017;-6,5
Chipre;De 15 a 24 años;2016;0,3
Chipre;De 15 a 24 años;2015;-2,8
Chipre;De 15 a 24 años;2014;-0,1
Chipre;De 15 a 24 años;2013;1
Chipre;De 25 a 54 años;2023;8,2
Chipre;De 25 a 54 años;2022;10,7
Chipre;De 25 a 54 años;2021;10,4
Chipre;De 25 a 54 años;2020;10,6
Chipre;De 25 a 54 años;2019;11,3
Chipre;De 25 a 54 años;2018;11,2
Chipre;De 25 a 54 años;2017;10,1
Chipre;De 25 a 54 años;2016;9,7
Chipre;De 25 a 54 años;2015;7,9
Chipre;De 25 a 54 años;2014;6,5
Chipre;De 25 a 54 años;2013;9,3
Chipre;De 20 a 64 años;2023;9
Chipre;De 20 a 64 años;2022;12,1
Chipre;De 20 a 64 años;2021;12,2
Chipre;De 20 a 64 años;2020;12
Chipre;De 20 a 64 años;2019;11,6
Chipre;De 20 a 64 años;2018;10,4
Chipre;De 20 a 64 años;2017;9,5
Chipre;De 20 a 64 años;2016;9,7
Chipre;De 20 a 64 años;2015;8,3
Chipre;De 20 a 64 años;2014;7,7
Chipre;De 20 a 64 años;2013;10,4
Chipre;De 55 a 64 años;2023;15,7
Chipre;De 55 a 64 años;2022;21,8
Chipre;De 55 a 64 años;2021;23
Chipre;De 55 a 64 años;2020;23,9
Chipre;De 55 a 64 años;2019;21,3
Chipre;De 55 a 64 años;2018;18,4
Chipre;De 55 a 64 años;2017;18,7
Chipre;De 55 a 64 años;2016;17,3
Chipre;De 55 a 64 años;2015;18,3
Chipre;De 55 a 64 años;2014;20,2
Chipre;De 55 a 64 años;2013;22,8
Letonia;De 15 a 64 años;2023;2,5
Letonia;De 15 a 64 años;2022;2,3
Letonia;De 15 a 64 años;2021;3,9
Letonia;De 15 a 64 años;2020;2,9
Letonia;De 15 a 64 años;2019;3,2
Letonia;De 15 a 64 años;2018;3,5
Letonia;De 15 a 64 años;2017;3,5
Letonia;De 15 a 64 años;2016;2,4
Letonia;De 15 a 64 años;2015;3,5
Letonia;De 15 a 64 años;2014;4,1
Letonia;De 15 a 64 años;2013;3,4
Letonia;De 15 a 24 años;2023;2,2
Letonia;De 15 a 24 años;2022;1,7
Letonia;De 15 a 24 años;2021;4,5
Letonia;De 15 a 24 años;2020;5,8
Letonia;De 15 a 24 años;2019;4,4
Letonia;De 15 a 24 años;2018;4,9
Letonia;De 15 a 24 años;2017;4,1
Letonia;De 15 a 24 años;2016;2,4
Letonia;De 15 a 24 años;2015;5,2
Letonia;De 15 a 24 años;2014;8,2
Letonia;De 15 a 24 años;2013;6,3
Letonia;De 25 a 54 años;2023;4,6
Letonia;De 25 a 54 años;2022;4,5
Letonia;De 25 a 54 años;2021;5
Letonia;De 25 a 54 años;2020;3,2
Letonia;De 25 a 54 años;2019;4,2
Letonia;De 25 a 54 años;2018;3,9
Letonia;De 25 a 54 años;2017;4,5
Letonia;De 25 a 54 años;2016;3,3
Letonia;De 25 a 54 años;2015;3,9
Letonia;De 25 a 54 años;2014;4,4
Letonia;De 25 a 54 años;2013;3,8
Letonia;De 20 a 64 años;2023;3,1
Letonia;De 20 a 64 años;2022;3,1
Letonia;De 20 a 64 años;2021;4,8
Letonia;De 20 a 64 años;2020;3,8
Letonia;De 20 a 64 años;2019;3,8
Letonia;De 20 a 64 años;2018;4,2
Letonia;De 20 a 64 años;2017;4,3
Letonia;De 20 a 64 años;2016;2,9
Letonia;De 20 a 64 años;2015;4,1
Letonia;De 20 a 64 años;2014;4,6
Letonia;De 20 a 64 años;2013;4,2
Letonia;De 55 a 64 años;2023;-1,8
Letonia;De 55 a 64 años;2022;-2,2
Letonia;De 55 a 64 años;2021;1,4
Letonia;De 55 a 64 años;2020;1,6
Letonia;De 55 a 64 años;2019;0,5
Letonia;De 55 a 64 años;2018;1,6
Letonia;De 55 a 64 años;2017;0,3
Letonia;De 55 a 64 años;2016;-0,1
Letonia;De 55 a 64 años;2015;1,2
Letonia;De 55 a 64 años;2014;-0,1
Letonia;De 55 a 64 años;2013;0,6
Lituania;De 15 a 64 años;2023;1,1
Lituania;De 15 a 64 años;2022;0,3
Lituania;De 15 a 64 años;2021;1
Lituania;De 15 a 64 años;2020;1,2
Lituania;De 15 a 64 años;2019;1
Lituania;De 15 a 64 años;2018;1,7
Lituania;De 15 a 64 años;2017;0,4
Lituania;De 15 a 64 años;2016;1,2
Lituania;De 15 a 64 años;2015;1,5
Lituania;De 15 a 64 años;2014;1,6
Lituania;De 15 a 64 años;2013;1,9
Lituania;De 15 a 24 años;2023;-2,1
Lituania;De 15 a 24 años;2022;-0,7
Lituania;De 15 a 24 años;2021;3,5
Lituania;De 15 a 24 años;2020;2,2
Lituania;De 15 a 24 años;2019;1,1
Lituania;De 15 a 24 años;2018;3,5
Lituania;De 15 a 24 años;2017;3,9
Lituania;De 15 a 24 años;2016;4,7
Lituania;De 15 a 24 años;2015;5,1
Lituania;De 15 a 24 años;2014;6,9
Lituania;De 15 a 24 años;2013;6,1
Lituania;De 25 a 54 años;2023;2,7
Lituania;De 25 a 54 años;2022;1,2
Lituania;De 25 a 54 años;2021;0,7
Lituania;De 25 a 54 años;2020;0,6
Lituania;De 25 a 54 años;2019;0,6
Lituania;De 25 a 54 años;2018;1,1
Lituania;De 25 a 54 años;2017;-0,5
Lituania;De 25 a 54 años;2016;-0,3
Lituania;De 25 a 54 años;2015;0,4
Lituania;De 25 a 54 años;2014;-0,2
Lituania;De 25 a 54 años;2013;0,4
Lituania;De 20 a 64 años;2023;1,5
Lituania;De 20 a 64 años;2022;0,8
Lituania;De 20 a 64 años;2021;1,4
Lituania;De 20 a 64 años;2020;1,7
Lituania;De 20 a 64 años;2019;1,6
Lituania;De 20 a 64 años;2018;2,3
Lituania;De 20 a 64 años;2017;1
Lituania;De 20 a 64 años;2016;1,9
Lituania;De 20 a 64 años;2015;2,4
Lituania;De 20 a 64 años;2014;2,5
Lituania;De 20 a 64 años;2013;2,6
Lituania;De 55 a 64 años;2023;-1,8
Lituania;De 55 a 64 años;2022;-0,8
Lituania;De 55 a 64 años;2021;-0,7
Lituania;De 55 a 64 años;2020;1,5
Lituania;De 55 a 64 años;2019;1,9
Lituania;De 55 a 64 años;2018;3,6
Lituania;De 55 a 64 años;2017;2
Lituania;De 55 a 64 años;2016;4
Lituania;De 55 a 64 años;2015;3,6
Lituania;De 55 a 64 años;2014;4,5
Lituania;De 55 a 64 años;2013;4,9
Luxemburgo;De 15 a 64 años;2023;6,8
Luxemburgo;De 15 a 64 años;2022;5,9
Luxemburgo;De 15 a 64 años;2021;6,6
Luxemburgo;De 15 a 64 años;2020;6,5
Luxemburgo;De 15 a 64 años;2019;8,5
Luxemburgo;De 15 a 64 años;2018;7,2
Luxemburgo;De 15 a 64 años;2017;7,4
Luxemburgo;De 15 a 64 años;2016;10,1
Luxemburgo;De 15 a 64 años;2015;10,5
Luxemburgo;De 15 a 64 años;2014;12,1
Luxemburgo;De 15 a 64 años;2013;13
Luxemburgo;De 15 a 24 años;2023;6,2
Luxemburgo;De 15 a 24 años;2022;-1,9
Luxemburgo;De 15 a 24 años;2021;0,9
Luxemburgo;De 15 a 24 años;2020;0,9
Luxemburgo;De 15 a 24 años;2019;4,8
Luxemburgo;De 15 a 24 años;2018;0
Luxemburgo;De 15 a 24 años;2017;2,5
Luxemburgo;De 15 a 24 años;2016;-1
Luxemburgo;De 15 a 24 años;2015;0,6
Luxemburgo;De 15 a 24 años;2014;3,1
Luxemburgo;De 15 a 24 años;2013;4,8
Luxemburgo;De 25 a 54 años;2023;7,1
Luxemburgo;De 25 a 54 años;2022;5,6
Luxemburgo;De 25 a 54 años;2021;7,5
Luxemburgo;De 25 a 54 años;2020;8
Luxemburgo;De 25 a 54 años;2019;8,7
Luxemburgo;De 25 a 54 años;2018;8,3
Luxemburgo;De 25 a 54 años;2017;7,6
Luxemburgo;De 25 a 54 años;2016;12,1
Luxemburgo;De 25 a 54 años;2015;13,6
Luxemburgo;De 25 a 54 años;2014;13,7
Luxemburgo;De 25 a 54 años;2013;14,6
Luxemburgo;De 20 a 64 años;2023;6,8
Luxemburgo;De 20 a 64 años;2022;6,5
Luxemburgo;De 20 a 64 años;2021;7,4
Luxemburgo;De 20 a 64 años;2020;7,1
Luxemburgo;De 20 a 64 años;2019;9,1
Luxemburgo;De 20 a 64 años;2018;8
Luxemburgo;De 20 a 64 años;2017;7,9
Luxemburgo;De 20 a 64 años;2016;11
Luxemburgo;De 20 a 64 años;2015;11,7
Luxemburgo;De 20 a 64 años;2014;12,9
Luxemburgo;De 20 a 64 años;2013;14,1
Luxemburgo;De 55 a 64 años;2023;8,2
Luxemburgo;De 55 a 64 años;2022;15,7
Luxemburgo;De 55 a 64 años;2021;10
Luxemburgo;De 55 a 64 años;2020;6,7
Luxemburgo;De 55 a 64 años;2019;11,8
Luxemburgo;De 55 a 64 años;2018;10,3
Luxemburgo;De 55 a 64 años;2017;11,5
Luxemburgo;De 55 a 64 años;2016;14
Luxemburgo;De 55 a 64 años;2015;9,3
Luxemburgo;De 55 a 64 años;2014;14,8
Luxemburgo;De 55 a 64 años;2013;15,9
Hungría;De 15 a 64 años;2023;8,5
Hungría;De 15 a 64 años;2022;8,9
Hungría;De 15 a 64 años;2021;9,7
Hungría;De 15 a 64 años;2020;14,7
Hungría;De 15 a 64 años;2019;14,3
Hungría;De 15 a 64 años;2018;14
Hungría;De 15 a 64 años;2017;13,9
Hungría;De 15 a 64 años;2016;12,8
Hungría;De 15 a 64 años;2015;12,5
Hungría;De 15 a 64 años;2014;11,9
Hungría;De 15 a 64 años;2013;11,5
Hungría;De 15 a 24 años;2023;6,8
Hungría;De 15 a 24 años;2022;5,4
Hungría;De 15 a 24 años;2021;7
Hungría;De 15 a 24 años;2020;8
Hungría;De 15 a 24 años;2019;8,8
Hungría;De 15 a 24 años;2018;9,1
Hungría;De 15 a 24 años;2017;8,1
Hungría;De 15 a 24 años;2016;6,9
Hungría;De 15 a 24 años;2015;5
Hungría;De 15 a 24 años;2014;5,9
Hungría;De 15 a 24 años;2013;5,2
Hungría;De 25 a 54 años;2023;6
Hungría;De 25 a 54 años;2022;6,4
Hungría;De 25 a 54 años;2021;7
Hungría;De 25 a 54 años;2020;13,9
Hungría;De 25 a 54 años;2019;12,8
Hungría;De 25 a 54 años;2018;12,7
Hungría;De 25 a 54 años;2017;12,9
Hungría;De 25 a 54 años;2016;12
Hungría;De 25 a 54 años;2015;12,4
Hungría;De 25 a 54 años;2014;12,1
Hungría;De 25 a 54 años;2013;11,3
Hungría;De 20 a 64 años;2023;9,2
Hungría;De 20 a 64 años;2022;9,8
Hungría;De 20 a 64 años;2021;10,6
Hungría;De 20 a 64 años;2020;16,1
Hungría;De 20 a 64 años;2019;15,5
Hungría;De 20 a 64 años;2018;15,3
Hungría;De 20 a 64 años;2017;15,3
Hungría;De 20 a 64 años;2016;14
Hungría;De 20 a 64 años;2015;13,7
Hungría;De 20 a 64 años;2014;13,3
Hungría;De 20 a 64 años;2013;12,7
Hungría;De 55 a 64 años;2023;19,2
Hungría;De 55 a 64 años;2022;21,1
Hungría;De 55 a 64 años;2021;21,2
Hungría;De 55 a 64 años;2020;22,4
Hungría;De 55 a 64 años;2019;22,8
Hungría;De 55 a 64 años;2018;20,6
Hungría;De 55 a 64 años;2017;20,2
Hungría;De 55 a 64 años;2016;18,2
Hungría;De 55 a 64 años;2015;16,7
Hungría;De 55 a 64 años;2014;14,4
Hungría;De 55 a 64 años;2013;13,9
Malta;De 15 a 64 años;2023;13,8
Malta;De 15 a 64 años;2022;12,4
Malta;De 15 a 64 años;2021;15,8
Malta;De 15 a 64 años;2020;17,1
Malta;De 15 a 64 años;2019;18,7
Malta;De 15 a 64 años;2018;20
Malta;De 15 a 64 años;2017;22,5
Malta;De 15 a 64 años;2016;23,9
Malta;De 15 a 64 años;2015;24,5
Malta;De 15 a 64 años;2014;24,1
Malta;De 15 a 64 años;2013;27,1
Malta;De 15 a 24 años;2023;1,5
Malta;De 15 a 24 años;2022;-1,8
Malta;De 15 a 24 años;2021;-1,5
Malta;De 15 a 24 años;2020;0,6
Malta;De 15 a 24 años;2019;0,3
Malta;De 15 a 24 años;2018;-3
Malta;De 15 a 24 años;2017;2,4
Malta;De 15 a 24 años;2016;5,6
Malta;De 15 a 24 años;2015;2
Malta;De 15 a 24 años;2014;-1,2
Malta;De 15 a 24 años;2013;3,2
Malta;De 25 a 54 años;2023;12,5
Malta;De 25 a 54 años;2022;11,9
Malta;De 25 a 54 años;2021;15,3
Malta;De 25 a 54 años;2020;16,7
Malta;De 25 a 54 años;2019;19,2
Malta;De 25 a 54 años;2018;21,1
Malta;De 25 a 54 años;2017;23,7
Malta;De 25 a 54 años;2016;25,6
Malta;De 25 a 54 años;2015;27,5
Malta;De 25 a 54 años;2014;28
Malta;De 25 a 54 años;2013;31,8
Malta;De 20 a 64 años;2023;14,2
Malta;De 20 a 64 años;2022;13,1
Malta;De 20 a 64 años;2021;16,8
Malta;De 20 a 64 años;2020;17,7
Malta;De 20 a 64 años;2019;20
Malta;De 20 a 64 años;2018;21,9
Malta;De 20 a 64 años;2017;24,1
Malta;De 20 a 64 años;2016;25,5
Malta;De 20 a 64 años;2015;26,8
Malta;De 20 a 64 años;2014;26,8
Malta;De 20 a 64 años;2013;29,6
Malta;De 55 a 64 años;2023;24,3
Malta;De 55 a 64 años;2022;21,9
Malta;De 55 a 64 años;2021;28,4
Malta;De 55 a 64 años;2020;29,1
Malta;De 55 a 64 años;2019;30,9
Malta;De 55 a 64 años;2018;34,5
Malta;De 55 a 64 años;2017;34,6
Malta;De 55 a 64 años;2016;33,9
Malta;De 55 a 64 años;2015;34,5
Malta;De 55 a 64 años;2014;34,9
Malta;De 55 a 64 años;2013;35,2
Países Bajos;De 15 a 64 años;2023;7,1
Países Bajos;De 15 a 64 años;2022;7,3
Países Bajos;De 15 a 64 años;2021;7
Países Bajos;De 15 a 64 años;2020;7,7
Países Bajos;De 15 a 64 años;2019;8,1
Países Bajos;De 15 a 64 años;2018;8,8
Países Bajos;De 15 a 64 años;2017;9,1
Países Bajos;De 15 a 64 años;2016;9,5
Países Bajos;De 15 a 64 años;2015;9,8
Países Bajos;De 15 a 64 años;2014;10
Países Bajos;De 15 a 64 años;2013;8,8
Países Bajos;De 15 a 24 años;2023;0,6
Países Bajos;De 15 a 24 años;2022;0,4
Países Bajos;De 15 a 24 años;2021;-4,7
Países Bajos;De 15 a 24 años;2020;-2,2
Países Bajos;De 15 a 24 años;2019;-1,4
Países Bajos;De 15 a 24 años;2018;-2,4
Países Bajos;De 15 a 24 años;2017;-2,6
Países Bajos;De 15 a 24 años;2016;-2,5
Países Bajos;De 15 a 24 años;2015;-1,8
Países Bajos;De 15 a 24 años;2014;-0,1
Países Bajos;De 15 a 24 años;2013;-1
Países Bajos;De 25 a 54 años;2023;7
Países Bajos;De 25 a 54 años;2022;7,3
Países Bajos;De 25 a 54 años;2021;7,6
Países Bajos;De 25 a 54 años;2020;7,8
Países Bajos;De 25 a 54 años;2019;8,2
Países Bajos;De 25 a 54 años;2018;9,3
Países Bajos;De 25 a 54 años;2017;9,8
Países Bajos;De 25 a 54 años;2016;10,4
Países Bajos;De 25 a 54 años;2015;10,5
Países Bajos;De 25 a 54 años;2014;10,4
Países Bajos;De 25 a 54 años;2013;8,1
Países Bajos;De 20 a 64 años;2023;7,8
Países Bajos;De 20 a 64 años;2022;7,9
Países Bajos;De 20 a 64 años;2021;8,2
Países Bajos;De 20 a 64 años;2020;8,9
Países Bajos;De 20 a 64 años;2019;9,3
Países Bajos;De 20 a 64 años;2018;10,1
Países Bajos;De 20 a 64 años;2017;10,5
Países Bajos;De 20 a 64 años;2016;11
Países Bajos;De 20 a 64 años;2015;11,1
Países Bajos;De 20 a 64 años;2014;11,4
Países Bajos;De 20 a 64 años;2013;9,7
Países Bajos;De 55 a 64 años;2023;13,5
Países Bajos;De 55 a 64 años;2022;13,8
Países Bajos;De 55 a 64 años;2021;15,9
Países Bajos;De 55 a 64 años;2020;16,8
Países Bajos;De 55 a 64 años;2019;17,1
Países Bajos;De 55 a 64 años;2018;17,8
Países Bajos;De 55 a 64 años;2017;18,2
Países Bajos;De 55 a 64 años;2016;18,6
Países Bajos;De 55 a 64 años;2015;18,7
Países Bajos;De 55 a 64 años;2014;19
Países Bajos;De 55 a 64 años;2013;20,2
Austria;De 15 a 64 años;2023;7,6
Austria;De 15 a 64 años;2022;8
Austria;De 15 a 64 años;2021;8,6
Austria;De 15 a 64 años;2020;8,2
Austria;De 15 a 64 años;2019;8,8
Austria;De 15 a 64 años;2018;8,8
Austria;De 15 a 64 años;2017;8
Austria;De 15 a 64 años;2016;7,7
Austria;De 15 a 64 años;2015;8
Austria;De 15 a 64 años;2014;8,3
Austria;De 15 a 64 años;2013;9,5
Austria;De 15 a 24 años;2023;6,5
Austria;De 15 a 24 años;2022;7,4
Austria;De 15 a 24 años;2021;8,9
Austria;De 15 a 24 años;2020;4,9
Austria;De 15 a 24 años;2019;6,4
Austria;De 15 a 24 años;2018;5,2
Austria;De 15 a 24 años;2017;3,1
Austria;De 15 a 24 años;2016;3,9
Austria;De 15 a 24 años;2015;5,3
Austria;De 15 a 24 años;2014;4,4
Austria;De 15 a 24 años;2013;7,1
Austria;De 25 a 54 años;2023;4,8
Austria;De 25 a 54 años;2022;5,5
Austria;De 25 a 54 años;2021;6,2
Austria;De 25 a 54 años;2020;6,1
Austria;De 25 a 54 años;2019;6,4
Austria;De 25 a 54 años;2018;6,5
Austria;De 25 a 54 años;2017;6,2
Austria;De 25 a 54 años;2016;6
Austria;De 25 a 54 años;2015;6,3
Austria;De 25 a 54 años;2014;6,3
Austria;De 25 a 54 años;2013;7,3
Austria;De 20 a 64 años;2023;7,8
Austria;De 20 a 64 años;2022;7,8
Austria;De 20 a 64 años;2021;8,6
Austria;De 20 a 64 años;2020;8
Austria;De 20 a 64 años;2019;8,8
Austria;De 20 a 64 años;2018;9
Austria;De 20 a 64 años;2017;8
Austria;De 20 a 64 años;2016;7,8
Austria;De 20 a 64 años;2015;8,2
Austria;De 20 a 64 años;2014;8,2
Austria;De 20 a 64 años;2013;9,5
Austria;De 55 a 64 años;2023;16
Austria;De 55 a 64 años;2022;14,9
Austria;De 55 a 64 años;2021;14,4
Austria;De 55 a 64 años;2020;15,7
Austria;De 55 a 64 años;2019;17,1
Austria;De 55 a 64 años;2018;18,7
Austria;De 55 a 64 años;2017;17,3
Austria;De 55 a 64 años;2016;16,5
Austria;De 55 a 64 años;2015;15,3
Austria;De 55 a 64 años;2014;17,9
Austria;De 55 a 64 años;2013;18,3
Polonia;De 15 a 64 años;2023;11,1
Polonia;De 15 a 64 años;2022;11,9
Polonia;De 15 a 64 años;2021;13
Polonia;De 15 a 64 años;2020;14,4
Polonia;De 15 a 64 años;2019;14,2
Polonia;De 15 a 64 años;2018;13,2
Polonia;De 15 a 64 años;2017;13,3
Polonia;De 15 a 64 años;2016;12,9
Polonia;De 15 a 64 años;2015;12,6
Polonia;De 15 a 64 años;2014;13
Polonia;De 15 a 64 años;2013;13,2
Polonia;De 15 a 24 años;2023;6,9
Polonia;De 15 a 24 años;2022;8,5
Polonia;De 15 a 24 años;2021;8,8
Polonia;De 15 a 24 años;2020;8,1
Polonia;De 15 a 24 años;2019;7,6
Polonia;De 15 a 24 años;2018;7,7
Polonia;De 15 a 24 años;2017;8,7
Polonia;De 15 a 24 años;2016;9,1
Polonia;De 15 a 24 años;2015;9,2
Polonia;De 15 a 24 años;2014;8,7
Polonia;De 15 a 24 años;2013;9,1
Polonia;De 25 a 54 años;2023;8,3
Polonia;De 25 a 54 años;2022;8,6
Polonia;De 25 a 54 años;2021;10,3
Polonia;De 25 a 54 años;2020;13
Polonia;De 25 a 54 años;2019;12,8
Polonia;De 25 a 54 años;2018;11,6
Polonia;De 25 a 54 años;2017;12
Polonia;De 25 a 54 años;2016;11,6
Polonia;De 25 a 54 años;2015;11
Polonia;De 25 a 54 años;2014;11,2
Polonia;De 25 a 54 años;2013;11,5
Polonia;De 20 a 64 años;2023;11,9
Polonia;De 20 a 64 años;2022;12,9
Polonia;De 20 a 64 años;2021;14
Polonia;De 20 a 64 años;2020;15,7
Polonia;De 20 a 64 años;2019;15,4
Polonia;De 20 a 64 años;2018;14,4
Polonia;De 20 a 64 años;2017;14,6
Polonia;De 20 a 64 años;2016;14,2
Polonia;De 20 a 64 años;2015;13,8
Polonia;De 20 a 64 años;2014;14,2
Polonia;De 20 a 64 años;2013;14,5
Polonia;De 55 a 64 años;2023;23,4
Polonia;De 55 a 64 años;2022;24,9
Polonia;De 55 a 64 años;2021;24,3
Polonia;De 55 a 64 años;2020;22,7
Polonia;De 55 a 64 años;2019;21,8
Polonia;De 55 a 64 años;2018;20,7
Polonia;De 55 a 64 años;2017;19
